BOOK,CHAPTER,VERSE,LINE,TEXT
"MATT","5","40","0","ꙇ хотѧщоумоу сѫдъ приѩти съ тобоѭ и ризѫ твоѭ възѧти ."
"MATT","5","40","1","отъпоусти емоу и срачицѫ твоѭ ."
"MATT","5","41","0","и аще къто поиметъ тѧ по силѣ . попьрище едино . ꙇди съ нимь дьвѣ ⁘"
"MATT","5","42","0","Просѧштоумоу оу тебе даи . ꙇ хотѧштаго отъ тебе заѩти не отъврати ."
"MATT","5","43","0","слꙑшасте ѣко речено естъ ."
"MATT","5","43","1","възлюбиши искрьнѣго своего . ꙇ вьзненавидиши врага своего ."
"MATT","5","44","0","азъ же ⷢ҇лѭ вамъ . любите врагꙑ вашѧ . ⷠ҇лагслвите клънѫштѧѩ вꙑ ."
"MATT","5","44","1","добро творите ненавидѧштиимъ васъ ꙇ молите за творѧщѧѩ вамъ напасти ."
"MATT","5","44","2","и изгонѧщѧѩ вꙑ ."
"MATT","5","45","0","да бѫдете ⷭ҇нве ⷪ҇тца вашего иже естъ на ⷩ҇ебсхъ . ѣко слъньце"
"MATT","5","45","1","свое сьѣатъ на зълꙑ и благꙑ . ꙇ҅ дъждитъ на праведънꙑ и"
"MATT","5","45","2","на неправедънꙑ ."
"MATT","5","46","0","аще бо любите любѧщѧѩ вꙑ . кѫѭ҄ мъздѫ имате . не и мꙑтаре ли"
"MATT","5","46","1","тожде творѧтъ ."
"MATT","5","47","0","ꙇ аще цѣлоуете дроугꙑ вашѧ . токъмо что лихо творите ."
"MATT","5","47","1","не и мꙑтаре  ли тако творѧтъ ."
"MATT","5","48","0","бѫдѣте оубо вꙑ съвръшени . ѣко и отецъ вашъ ⷩ҇бскꙑ съвръшенъ естъ ⁘"
"MATT","6","1","0","Вьнемлѣте милостꙑнѧ вашеѩ не творити прѣдъ ⷱ҇лвкꙑ да видими бѫдете"
"MATT","6","1","1","ими . аште ли же ни мъздꙑ не имате . отъ ⷪ҇тца вашего иже естъ на"
"MATT","6","1","2","н҃бсхъ ."
"MATT","6","2","0","егда оубо твориши милостꙑнѭ҄ . не въстрѫби прѣдъ собоѭ҄ ."
"MATT","6","2","1","ѣко ѵпокрити творѧтъ ."
"MATT","6","2","2","въ съньмиштихъ и въ стъгнахъ . да прославѧтъ сѧ отъ ⷱ҇лвкъ ."
"MATT","6","2","3","аминь ⷢ҇лѭ вамъ . вьсприимѫтъ мъздѫ своѭ҄ ⁘"
"MATT","6","3","0","Тебѣ же творѧщю милостꙑнѭ . да не чюетъ шюица твоѣ ."
"MATT","6","3","1","чьто творитъ десꙿница твоѣ ."
"MATT","6","4","0","да бѫдетъ милостꙑни твоѣ въ таинѣ . и ⷪ҇тцъ твои видѧи въ таинѣ"
"MATT","6","4","1","въздастъ тебѣ авѣ ."
"MATT","6","5","0","ꙇ҅ егда молиши сѧ не бѫди ѣко и лицемѣри ."
"MATT","6","5","1","ѣко любѧтъ на сонъмиштихъ и въ стъгнахъ"
"MATT","6","5","2","и на распѫтихъ стоѩште молити сѧ . да ѣвѧтъ сѧ чловѣкомъ ."
"MATT","6","5","3","аминь ⷢ҇лѭ вамъ . ѣко въсприемлѭтъ мъздѫ своѭ҄ ."
"MATT","6","6","0","тꙑ же егда молиши сѧ въниди въ клѣть твоѭ и затвори двьри твоѩ ."
"MATT","6","6","1","помоли сѧ ⷪ҇тцоу твоемоу въ таинѣ ."
"MATT","6","6","2","ꙇ҅ ⷪ҇тцъ твои видѧи въ таинѣ . въздастъ тебѣ авѣ"
"MATT","6","7","0","Молѧще же сѧ не лихо ⷢ҇лте . ѣкоже и ѩзꙑчъници . мьнѧтъ бо сѧ"
"MATT","6","7","1","ѣко во мъноѕѣ ⷢ҇лни своемь оуслꙑшани бѫдѫтъ ."
"MATT","6","8","0","не подобите сѧ оубо имъ . вѣстъ бо отецъ вашъ ихъже трѣбоуете ."
"MATT","6","8","1","прѣжде прошениѣ вашего ."
"MATT","6","9","0","тако оубо молите вꙑ сѧ ."
"MATT","6","9","1","Ѡ҅тьче нашъ иже си на ⷩ҇бсхъ да ⷭ҇вт сѧ имѧ твое ."
"MATT","6","10","0","да придетъ ⷰ҇срествие твое . да бодетъ волѣ твоѣ . ѣко на ⷩ҇бси"
"MATT","6","10","1","и на земи ."
"MATT","6","11","0","хлѣбъ нашъ наставъшааго дьне . даждъ намъ дънесь"
"MATT","6","12","0","ꙇ отъпо[у]сти намъ длъгꙑ нашѧ . ѣко и мꙑ отъпоуштаемъ длъжъникомъ"
"MATT","6","12","1","нашимъ ."
"MATT","6","13","0","ꙇ не вьведи насъ въ напасть . нь избави нꙑ отъ неприѣзни ."
"MATT","6","13","1","ѣко твое естъ ⷰ҇срствие . ꙇ сила и слава вь вѣкꙑ аминь ."
"MATT","6","14","0","Аще оубо отъпоущаете ⷱ҇лвкмъ съгрѣшениѣ ихъ отъпоуститъ и вамъ"
"MATT","6","14","1","о҃тцъ вашъ ⷩ҇ебескꙑ ."
"MATT","6","15","0","аште ли не отъпоущаете ⷱ҇лвкомъ съгрѣшени ихъ ."
"MATT","6","15","1","ни ⷪ҇тцъ вашъ отъпоуститъ съгрѣшении вашихъ ."
"MATT","6","16","0","егда же постите сѧ . не бѫдѣте ѣко и ѵ҅покрити ."
"MATT","6","16","1","просмраждаѭтъ бо лица своѣ ."
"MATT","6","16","2","да б[ѫ] сѧ авили ⷱ҇лвко[мъ] постѧще . аминъ ⷢ҇лѭ вамъ ."
"MATT","6","16","3","ѣко [въ]сприемлѭтъ м[ъ]здѫ своѭ҄ ."
"MATT","6","17","0","тꙑ же постѧ сѧ помажи главѫ своѭ҄ . ꙇ лице твое оумꙑи ."
"MATT","6","18","0","да не авиши сѧ ⷱ҇лвкмъ постѧ сѧ . нъ отъцоу твоемоу иже естъ въ таинѣ ."
"MATT","6","18","1","ꙇ ⷪ҇тцъ твои видѧи въ таинѣ . въздастъ тебѣ ѣвѣ ."
"MATT","6","19","0","Не съкрꙑваите себѣ съкровишта на земи . ꙇ҅деже чръвъ и тьлѣ тьлитъ ."
"MATT","6","19","1","ꙇ҅деже татие подъкопаваѭ҄тъ й крадѫтъ ."
"MATT","6","20","0","съкрꙑваите же себѣ съкровишта ⷩ҇бсе . ꙇдеже ни чръвь ни тьлѣ тьлитъ ."
"MATT","6","20","1","идеже татие не подъкопаваѭтъ . ни крадѫтъ ."
"MATT","6","21","0","ꙇдеже бо естъ съкровище ваше . тоу и ⷭ҇рдце ваше . кⷰ҇"
"MATT","6","22","0","Свѣтильникъ тѣлоу естъ око . аще оубо бѫдетъ око твое просто ."
"MATT","6","22","1","вьсе тѣло твое свѣтъло бѫдетъ ."
"MATT","6","23","0","аште ли око твое лѫкаво бѫдетъ . вьсе тѣло твое тьмъно бѫдетъ ."
"MATT","6","23","1","аще оубо свѣтъ иже въ тебѣ . тъма естъ тѣ тъма кольми ."
"MATT","6","24","0","никꙑ же рабъ можетъ дьвѣма господьма работати . ли бо единого"
"MATT","6","24","1","въсненавидитъ . а дроугаго вьзлюбитъ . ли единого дръжитъ сѧ"
"MATT","6","24","2","а о дроуѕѣемь неродити начьнетъ . не можете ⷠ҇оу работати . и"
"MATT","6","24","3","мамонѣ"
"MATT","6","25","0","сего ради ⷢ҇лѭ вамъ . не пьцѣте сѧ ⷣ҇шеѭ вашеѭ ."
"MATT","6","25","1","что ѣсте ли что пиете"
"MATT","6","25","2","ни тѣломъ вашимъ въ что облѣчете сѧ . не [ⷣ҇ша] ли больши естъ"
"MATT","6","25","3","пиштѧ . и тѣло одеждѧ ."
"MATT","6","26","0","възьрите на пⷮ҇ицѧ ⷩ҇бскꙑѩ . ѣко не сѣѭ҄тъ ни жьнѭтъ ."
"MATT","6","26","1","ни събираѭтъ вь житьницѫ . ꙇ ⷪ҇тцъ вашъ ⷩ҇бскꙑ питѣетъ ѩ ."
"MATT","6","26","2","не вꙑ ли паче ихъ лоучъши есте ."
"MATT","6","27","0","кто же отъ васъ пекꙑ сѧ ."
"MATT","6","27","1","можетъ приложити тѣлесе своемь лакоть единъ ."
"MATT","6","28","0","ꙇ о одежди что сѧ печете . съмотрите кринъ селънꙑхъ . како растѫтъ ."
"MATT","6","28","1","не троуждаѭ҄тъ сѧ ни прѧдѫтъ ."
"MATT","6","29","0","г҃лѭ же вамъ . ѣко ни соломонъ во вьсеи славѣ своеи облѣче сѧ ."
"MATT","6","29","1","ѣко единъ отъ сихъ ."
"MATT","6","30","0","аще же сѣно селъное дьнесъ сѫштее . а оутрѣ въ огнь вьметомо ."
"MATT","6","30","1","б҃ъ тако =ѡ=дѣетъ . кольми паче васъ маловѣри ."
"MATT","6","31","0","не пьцѣте сѧ оубо ⷢ҇лѭще . что ѣмъ ли что пиемъ ."
"MATT","6","31","1","ли чимъ одеждемъ сѧ ."
"MATT","6","32","0","вьсѣхъ бо сихъ ҇зци ищѫтъ . вѣстъ бо отецъ вашъ ⷩ҇бскꙑ ."
"MATT","6","32","1","ѣко трѣбоуете сихъ вьсѣхъ ."
"MATT","6","33","0","ꙇштѣте же паче ⷰ҇срствиѣ ⷠ҇жиѣ . ꙇ҅ правъдꙑ его . ꙇ҅ си"
"MATT","6","33","1","вьсѣ приложѧтъ сѧ вамъ . ⁘ кⷰ҇ ⁘"
"MATT","6","34","0","не пьцѣте сѧ оубо на оутрѣи . оутрни бо день собоѭ печетъ сѧ ."
"MATT","6","34","1","довьлетъ дьн[и] зълоба своѣ ."
"MATT","7","1","0","Не осѫждаите да не осѫждени бѫдете ."
"MATT","7","2","0","ꙇмъже бо сѫдомъ сѫдите сѫдѧтъ вамъ ."
"MATT","7","2","1","ꙇ въ нѭже {мѣрѫ} мѣрѫ мѣрите вьзмѣритъ сѧ вамъ ."
"MATT","7","3","0","Что же видиши сѫчецъ въ оцѣ братра твоего . а бръвъна еже естъ"
"MATT","7","3","1","въ оцѣ твоемь не чюеши . ли како речеши братроу твоемоу ."
"MATT","7","3","2","остави и изъмѫ сѫчецъ из очесе твоего . ꙇ се бръвъно въ оцѣ твоемь ."
"MATT","7","5","0","лицемѣре . ꙇ҅зьми пръвѣе бръвъно из очесе твоего . ꙇ҅ тогда оузьриши"
"MATT","7","5","1","изѧти сѫчецъ из очесе братра твоего ."
"MATT","7","6","0","Не дадите ⷭ҇таго псомъ . ни помѣтаите бисьръ вашихъ"
"MATT","7","6","1","прѣдъ свиньѣми . да не поперѫтъ ихъ ногами своими ."
"MATT","7","6","2","ꙇ҅ вращьше сѧ растръгнѫтъ вꙑ . ⁘"
"MATT","7","7","0","Просите и дастъ сѧ вамъ . ꙇ҅щѣте и обрѧщете . тлъцѣте и отвръзетъ"
"MATT","7","7","1","сѧ вамъ ."
"MATT","7","8","0","вьсѣкъ бо просѧи приемлетъ . ꙇ ищѧи обрѣтаатъ ."
"MATT","7","8","1","ꙇ тлъкѫщюмоу отвръзаатъ сѧ ⁘"
"MATT","7","9","0","ли кто естъ отъ васъ ⷱ҇лвкъ . егоже аще проситъ ⷭ҇нъ свои хлѣба ."
"MATT","7","9","1","еда камень подастъ емоу"
"MATT","7","10","0","ли аще рꙑбꙑ проситъ . еда змьѭ҅ подастъ емоу ."
"MATT","7","11","0","аще оубо вꙑ лѫкавьни сѫште . оумѣете дааниѣ блага даѣти чѧдомъ"
"MATT","7","11","1","вашимъ . кольми паче ⷪ҇тцъ вашъ иже естъ ⷩ҇нбсехъ ."
"MATT","7","11","2","дастъ благаа҄ просѧщиимъ его ."
"MATT","7","12","0","Вьсѣ оубо елико аще хощете да творѧтъ вамъ ⷱ҇лвци ."
"MATT","7","12","1","тако и вꙑ творите имъ . се бо естъ законъ и пророци ."
"MATT","7","13","0","вьнидѣте ѫзъкꙑми вратꙑ . ѣко пространа врата и широкъ пѫть ."
"MATT","7","13","1","въводѧи въ пагоубѫ . ꙇ мъноѕи сѫтъ въходѧщи имъ ."
"MATT","7","14","0","коль ѫзъка врата и тѣснъ пѫть въводѧи въ животъ ."
"MATT","7","14","1","ꙇ мало ихъ естъ иже и обрѣтаѭтъ ."
"MATT","7","15","0","Вънемлѣте отъ лъжихъ пророкъ ."
"MATT","7","15","1","ꙇже приходѧтъ къ вамъ . въ одеждахъ овьчахъ ."
"MATT","7","15","2","вьнѫтрь же сѫтъ влъци хꙑштьници ."
"MATT","7","16","0","отъ плодъ ихъ познаите ѩ . еда обемлѭтъ отъ тръниѣ грознꙑ ."
"MATT","7","16","1","ли отъ рѣпиѣ смокъви ."
"MATT","7","17","0","тако вьсѣко дрѣво добро . плодꙑ добрꙑ творитъ ."
"MATT","7","17","1","а зъло дрѣво плодꙑ зълꙑ творитъ ."
"MATT","7","18","0","не можетъ дрѣво добро плодъ золъ творити . ни дрѣво зъло плодъ"
"MATT","7","18","1","добръ творити ."
"MATT","7","19","0","вьсѣко дрѣво еже не творитъ плода{да} добра ."
"MATT","7","19","1","посѣкаѭтъ и въ огнь вьмѣтаѭтъ ."
"MATT","7","20","0","тѣмь же оубо отъ {пло}плодъ ихъ познаете ѩ ⁘"
"MATT","7","21","0","Не вьсѣкъ ⷢ҇лѧи мьнѣ . ⷢ҇и ⷢ҇и вьнидетъ въ ⷰ҇срствие ⷩ҇ебское ."
"MATT","7","21","1","нъ творѧи волѭ ⷪ҇тца моего иже естъ ⷩ҇нбхъ ."
"MATT","7","22","0","мъноѕи бо рекѫтъ мьнѣ вь тъ день . ⷢ҇и ⷢ҇и . не въ твое ли имѧ"
"MATT","7","22","1","п҃рчствовахомъ . и твоимь именемь бѣсꙑ изгонихомъ ."
"MATT","7","22","2","и твоимь именемь силꙑ мъногꙑ сътворихомъ ."
"MATT","7","23","0","и тогда исповѣмь имъ . ѣко николиже знахъ васъ . отидѣте отъ"
"MATT","7","23","1","мене дѣлаѭ҄щеи безаконие ⁘"
"MATT","7","24","0","Вьсѣкъ оубо изе слꙑшитъ словеса моѣ си и творитъ ѣ ."
"MATT","7","24","1","оуподоблѭ и мѫжѭ мѫдроу . иже созъда храминѫ своѭ҄ на камене ."
"MATT","7","25","0","ꙇ҅ съниде дождъ и придѫ рѣкꙑ ."
"MATT","7","25","1","и вьзвѣашѧ в{р}ѣтри . ꙇ҅ нападѫ на храминѫ тѫ ."
"MATT","7","25","2","и не паде сѧ основана бо бѣ на камене ."
"MATT","7","26","0","и вьсѣкъ слꙑшѧи словеса моѣ си и не творѧи ихъ ."
"MATT","7","26","1","оуподобитъ  сѧ мѫжѫ боуѭ҄ . ꙇже созъда своѭ храминѫ на пѣсъцѣ ."
"MATT","7","27","0","ꙇ съниде дождъ и придѫ рѣкꙑ и вьзвѣашѧ вѣтри и опьрѣшѧ сѧ"
"MATT","7","27","1","храминѣ тои . ꙇ паде сѧ . ꙇ бѣ разроушение еѩ велие ѕѣло ."
"MATT","7","28","0","ꙇ҅ бꙑⷭ҇ егда съконьча исъ вьсѣ словеса си ."
"MATT","7","28","1","дивлѣхѫ сѧ народи о оучении его ."
"MATT","7","29","0","бѣ бо оучѧ ѣко власть ймꙑ . ꙇ не ѣко кънижъници ихъ и фарисѣи ."
"MATT","8","1","0","Съшедъшоу же емоу съ горꙑ . вь слѣдъ его идѫ народи мъноѕи ."
"MATT","8","2","0","ꙇ се прокаженъ пристѫпь . кланѣше сѧ емоу ⷢ҇лѧ ."
"MATT","8","2","1","г҃и аште хощеши можеши мѧ ищистити ."
"MATT","8","3","0","и простеръ рѫкѫ исъ коснѫ и ⷢ҇лѧ . хощѫ ищисти сѧ ."
"MATT","8","3","1","и абие ищисти сѧ отъ проказꙑ ."
"MATT","8","4","0","ꙇ҅ рече емоу и҅съ виждь никомоуже не повѣждь . нъ шедъ покажи сѧ"
"MATT","8","4","1","архиереови . и неси даръ иже повелѣ моси въ съвѣдѣние имъ ."
"MATT","8","5","0","Въшедъшоу же емоу исви . въ каперънаоумъ . пристѫпи къ немѫ сотьникъ ."
"MATT","8","5","1","молѧ и҅"
"MATT","8","6","0","г҃лѧ . ⷢ҇и отрокъ мои лежитъ въ домоу ослабленъ ."
"MATT","8","6","1","лютѣ ѣко страждѧ ."
"MATT","8","7","0","ꙇ ⷢ҇ла емоу исъ азъ пришедъ исцѣлѭ и ."
"MATT","8","8","0","ꙇ отъвѣщавъ сотьникъ рече емоу . ⷢ҇и . нѣсмъ достоинъ да въ домъ мои"
"MATT","8","8","1","вьнидеши . нъ ткъмо ръци слово . ꙇ исцѣлѣетъ отрокъ мои ."
"MATT","8","9","0","ꙇбо азъ ⷱ҇лвкъ есмь подъ ⷡ҇лкоѭ . ꙇмꙑ подъ собоѭ воинꙑ ."
"MATT","8","9","1","ꙇ ⷢ҇лѭ семоу иди и идетъ . ꙇ дроугоумоу ?????? {и} приди"
"MATT","8","9","2","и придетъ . ꙇ рабоу моемоу сътвори се и сътворитъ ."
"MATT","8","10","0","слꙑшавъ же исъ . диви сѧ емоу . ꙇ рече грѧдѫштимъ по немь ."
"MATT","8","10","1","аминь ⷢ҇лѭ вамъ . ни въ изли толикꙑ вѣрꙑ не обрѣтъ ."
"MATT","8","11","0","Г҃лѭ же вамъ ѣко мъноѕи отъ въстокъ и западъ придѫтъ ."
"MATT","8","11","1","ꙇ вьзлѧгѫтъ съ авраамомъ и исакомь . ꙇ҅ иѣковомь . въ"
"MATT","8","11","2","ц҃рствии ⷩ҇ебсцѣемь ."
"MATT","8","12","0","а ⷭ҇нве{ве} ⷰ҇ствиѣ изгънани бѫдѫтъ . въ тъмѫ кромѣштьнѭѭ҄ ."
"MATT","8","12","1","тоу бѫдетъ плачь и скрьжетъ зѫбомъ ."
"MATT","8","13","0","ꙇ рече исъ сътьникоу ."
"MATT","8","13","1","иди ѣкоже вѣрова бѫди тебѣ ."
"MATT","8","13","2","коⷰ҇ Ꙇ҅ исцѣлѣ отрокъ его во тъ часъ ⁘"
"MATT","8","13","3","ꙇ҅ възвраштъ сѧ сотьникъ въ домъ свои въ тъ часъ обрѣте и съдравъ ."
"MATT","8","14","0","Ꙇ пришедъ исъ въ домъ петровъ . видѣ тъщѫ его лежѧщѫ ."
"MATT","8","14","1","огнемъ жегомѫ ."
"MATT","8","15","0","ꙇ прикоснѫ сѧ рѫцѣ еѩ . ꙇ остави ѭ҄ огꙿнь . ꙇ въста и слоужаше емоу ."
"MATT","8","16","0","Поздѣ же бꙑвъшоу . привѣсѧ къ немоу . бѣсънꙑ мъногꙑ ."
"MATT","8","16","1","ꙇ҅ изгъна словомъ ⷣ҇хꙑ . ꙇ҅ вьсѧ недѫжънꙑѩ исцѣли ."
"MATT","8","17","0","да събѫдетъ сѧ реченое пророкомъ . ꙇсаиемь ⷢ҇лѭщемь ."
"MATT","8","17","1","тъ недѫгꙑ нашѧ приѩтъ . и болѣзни понесе ."
"MATT","8","18","0","оузьрѣ же иссъ мьногꙑ народꙑ окръсть себе . повелѣ ити на онъ полъ ."
"MATT","8","19","0","ꙇ҅ пристѫпь единъ кънижъникъ рече емоу . оучителю идѫ по тебѣ . ѣможе"
"MATT","8","19","1","колижъдо идеши ."
"MATT","8","20","0","г҃ла емоу исъ . лиси ѣзвинꙑ имѫтъ . ꙇ птицѧ ⷩ҇бскꙑѩ гнѣзда ."
"MATT","8","20","1","а ⷭ҇нъ ⷱ҇лвчскꙑ не иматъ къде главꙑ подъклонити ."
"MATT","8","21","0","дроугꙑи же отъ оученикъ рече емоу ⷢ҇и . повели ми прѣжде ити ."
"MATT","8","21","1","ꙇ҅ погрети ⷪ҇тца моего ."
"MATT","8","22","0","ꙇ҃҅съ же ⷢ҇ла емоу . грѧди по мьнѣ . ꙇ҅ остави мрътвꙑѩ погрети"
"MATT","8","22","1","своѩ мрътвъцѧ ."
"MATT","8","23","0","Ꙇ вьлѣзъшоу емоу въ корабь . по немь идѫ оученици его ."
"MATT","8","24","0","ꙇ се трѫсъ великъ бꙑстъ въ мори . ѣко покрꙑвати сѧ кораблю"
"MATT","8","24","1","влънами . а тъ съпаше ."
"MATT","8","25","0","ꙇ҅ пришедъше оученици его . възбоудишѧ и ⷢ҇лѭще ⷢ҇и ."
"MATT","8","25","1","с҃ъпс нꙑ погꙑблемъ ."
"MATT","8","26","0","ꙇ ⷢ҇ла имъ . что страшиви есте маловѣри . тогда въставъ запрѣти"
"MATT","8","26","1","вѣтромь и морю . ꙇ҅ бꙑстъ тишина велиѣ ."
"MATT","8","27","0","ч҃лвци же чюдишѧ сѧ ⷢ҇лще . къто сь естъ ѣко вѣтри и море"
"MATT","8","27","1","послоушаѭтъ его ⁘"
"MATT","8","28","0","Ꙇ пришедъшоу емоу исви на онъ полъ . въ странѫ ꙉерꙉесиискѫ ."
"MATT","8","28","1","сърѣтете и дъва бѣсъна отъ жалии ꙇ҅сходѧща лютѣ ѕѣло ."
"MATT","8","28","2","ѣко не можааше никтоже минѫти пѫтемь тѣмь ."
"MATT","8","29","0","ꙇ҅ се възъписте ⷢ҇лща . что естъ нама и тебѣ иссе ⷭ҇не ⷠ҇жии ."
"MATT","8","29","1","пришелъ еси сѣмо прѣжде врѣмене мѫчитъ насъ ."
"MATT","8","30","0","бѣ же далече отъ неѭ҄ стадо свиний . мъного пасомо ."
"MATT","8","31","0","бѣси же молѣхѫ и ⷢ҇лѭще . аще изгониши нꙑ . повели"
"MATT","8","31","1","намъ {и} ити въ стадо свиное ."
"MATT","8","32","0","ꙇ рече имъ идѣте . они же ишедъше идѫ въ свиниѩ̆ . ꙇ абье оустръми сѧ"
"MATT","8","32","1","стадо вьсе по брѣгоу въ море . ꙇ҅ оутопѫ въ водахъ ."
"MATT","8","33","0","а пасѫщеи бѣжашѧ . ꙇ шедъше въ градъ възвѣстишѧ вьсѣ ."
"MATT","8","33","1","ꙇ о бѣсъноую ."
"MATT","8","34","0","ꙇ се весь градъ изидѫ противѫ исви . ꙇ видѣвъше и молишѧ ."
"MATT","8","34","1","да би прѣшелъ отъ прѣдѣлъ ихъ ."
"MATT","9","1","0","ꙇ вьлѣзъ въ корабь исъ прѣѣде . ꙇ приде {въ} въ свои градъ . кⷰ҇ ⁘"
"MATT","9","2","0","Ꙇ се принѣсѧ емоу ослабленъ жилами на одрѣ лежѧщъ . ꙇ видѣвъ исъ"
"MATT","9","2","1","вѣрѫ ихъ . рече ослабленоуемоу ."
"MATT","9","2","2","дръзай чѧдо отъпоуштаѭтъ сѧ грѣси твои ."
"MATT","9","3","0","ꙇ се едини отъ кънижъникъ рѣшѧ вь себѣ . сь власвимлѣатъ ."
"MATT","9","4","0","ꙇ видѣвъ исъ помꙑшлениѣ ихъ рече . въскѫѭ вꙑ мꙑслите зъло въ"
"MATT","9","4","1","с҃рдцихъ вашихъ ."
"MATT","9","5","0","чъто бо естъ оудобѣе решти . отъпоущаѭтъ сѧ грѣси твои . ли рещи"
"MATT","9","5","1","въставъ ходи ."
"MATT","9","6","0","нъ да оувѣсте ѣко власть иматъ ⷭ҇нъ ⷱ҇лвчскꙑ на земи отъпоущати"
"MATT","9","6","1","грѣхꙑ . тъгда ⷢ҇ла о҅слабленоумоу въставъ возьми ложе твое ."
"MATT","9","6","2","ꙇ иди въ домъ свои ."
"MATT","9","8","0","видѣвъше же народи чюдишѧ сѧ и прославишѧ ⷠ҇а ."
"MATT","9","8","1","давъшааго власть такѫ ⷱ҇лвкомъ . кⷰ҇ ⁘"
"MATT","9","9","0","Ꙇ҅ прѣходѧ иссъ отъ тоудѫ видѣ члⷦ҇ва . на мꙑтьници"
"MATT","9","9","1","сѣдѧща . ꙇ҅мене матеа . ꙇ ⷢ҇ла емоу по мьнѣ грѧди ."
"MATT","9","9","2","ꙇ въставъ по немь иде ."
"MATT","9","10","0","ꙇ бꙑⷭ҇ емоу вьзлежѧщю въ домоу . ꙇ се мъноѕи грѣшъници и мꙑтаре ."
"MATT","9","10","1","пришедъше възлежаахѫ съ исмъ . ꙇ съ оученикꙑ его ."
"MATT","9","11","0","ꙇ видѣвъше фарисеи ⷢ҇лхѫ оученикомъ его . по что съ"
"MATT","9","11","1","мꙑтари и грѣшъникꙑ оучитель вашъ ѣстъ ."
"MATT","9","12","0","ꙇ҃сь же слꙑшавъ рече имъ . не трѣбоуѭ҄тъ съдравии врача . нъ болѧщеи ."
"MATT","9","13","0","шедъше же наоучите сѧ . что естъ милостꙑни хоштѫ а не жрътвѣ ."
